a,c,vol,hmix,hform,marker,name
0,0.5,11.3534607,-0.062481997,-0.021352937,square,Ni3Fe3_106
0,0.5,11.35622089,-0.075198431,-0.034069371,square,Ni4Fe4_554
0,0.5,11.31147682,-0.06402795,-0.02289889,square,Ni2Fe2_12afmdl001
0,0.5,11.29712665,-0.042821375,-0.001692315,square,Ni1Fe1_13afmsl
0,0.5,11.3521879,-0.060460148,-0.019331088,square,Ni2Fe2_14afmdl
0,0.5,11.32900081,-0.110381745,-0.069252685,square,Ni2Fe2_16afmsl001
0,0.6,11.26804068,-0.02413268,0.008770568,square,Ni3Fe2_39
0,0.6,11.24781676,-0.09762983,-0.064726582,square,Ni3Fe2_54
0,0.6,11.26799186,-0.054140874,-0.021237626,square,Ni3Fe2_55
0,0.625,11.24937732,-0.087585869,-0.056739074,square,Ni5Fe3_450
0,0.625,11.25040229,-0.107095265,-0.07624847,square,Ni5Fe3_455
0,0.666666667,11.179247,-0.051387633,-0.02396826,square,Ni2Fe1_18
0,0.666666667,11.1655448,-0.080485263,-0.05306589,square,Ni4Fe2_19
0,0.666666667,11.16720412,-0.094955517,-0.067536143,square,Ni2Fe1_20
0,0.666666667,11.20639265,-0.101678185,-0.074258812,square,Ni4Fe2_84
0,0.666666667,11.23057423,-0.050564372,-0.023144998,square,Ni4Fe2_108
0,0.666666667,11.2093568,-0.017990858,0.009428515,square,Ni4Fe2_116
0,0.666666667,11.18980926,-0.05501353,-0.027594157,square,Ni2Fe1_18afmds
0,0.666666667,11.17555297,-0.09853997,-0.071120597,square,Ni2Fe1_20afmds
0,0.75,11.12186746,-0.058792153,-0.038227623,square,Ni3Fe1_21
0,0.75,11.11834217,-0.078238598,-0.057674068,square,Ni3Fe1_22
0,0.75,11.12519465,-0.061140405,-0.040575875,square,Ni3Fe1_23
0,0.75,11.14616195,-0.06147142,-0.04090689,square,Ni3Fe1_23
0,0.75,11.11530482,-0.107918845,-0.087354315,square,Ni6Fe2_24
0,0.75,11.12370761,-0.097873708,-0.077309178,square,Ni3Fe1_25
0,0.75,11.13515957,-0.112712175,-0.092147645,square,Ni3Fe1_26
0,0.75,11.11336046,-0.035437715,-0.014873185,square,Ni3Fe1_31
0,0.75,11.12426353,-0.097855225,-0.077290695,square,Ni3Fe1_34
0,0.75,11.13753753,-0.064746248,-0.044181718,square,Ni3Fe1_34
0,0.75,11.12162688,-0.079174813,-0.058610283,square,Ni3Fe1_43
0,0.75,11.12206355,-0.058437488,-0.037872958,square,Ni3Fe1_21afmsl
0,0.75,11.11426949,-0.078311965,-0.057747435,square,Ni3Fe1_22afmdl
0,0.75,11.12324845,-0.061512155,-0.040947625,square,Ni3Fe1_23afmsl
0,0.75,11.13639611,-0.11336873,-0.0928042,square,Ni3Fe1_26afmsl
0,0.8,11.06268173,-0.031384996,-0.014933372,square,Ni4Fe1_40
0,0.833333333,11.04828045,-0.079764518,-0.066054832,square,Ni5Fe1_86
0,0.833333333,11.04004984,-0.07560346,-0.061893773,square,Ni5Fe1_94
0,0.833333333,11.05683547,-0.025856838,-0.012147152,square,Ni5Fe1_118
0,0.875,11.03054642,-0.052995904,-0.042713639,square,Ni7Fe1_27
0,0.875,11.003775,-0.05768626,-0.047403995,square,Ni7Fe1_457
0,0.888888889,10.99230571,-0.064299791,-0.05516,square,Ni8Fe1_28
0,0.888888889,10.98954713,-0.062461364,-0.053321573,square,Ni8Fe1_28afmds
0,0.888888889,10.98774663,-0.062461628,-0.053321837,square,Ni8Fe1_28afmds2
